B01ETJR0HI,el 20 de diciembre de 2016,amzn1.account.AGBB62HKRXSF5UZY5M6QJASKLFVQ,Excelente calidad y precio accesible,"Excelente todo, honestamente, y esperaba menos pero me sorprendieron con la calidad del reloj, confo totalmente en sus productos (Casio).<br />En cuanto al envo, ms que excelente, la fecha de entrega estimada era para el 24 y me lleg hoy, 20.",5,positive,3,2
B01ETJR0HI,el 22 de abril de 2017,amzn1.account.AE4MKT6MTOVF3ZBZO6Q2L2GZDVQQ,Ahora soy el rey del ghetto ,"Est&aacute; incre&iacute;ble, es el mejor reloj vintage de todos los tiempos. Viene dentro de una lata-caja que es una chulada y que adem&aacute;s puedes usar para guardar cosas bonitas, como el reloj mismo, por ejemplo. Es mi corona y ahora soy el rey del ghetto, te amo Amazon.",5,positive,3,2
B01ETJR0HI,el 1 de agosto de 2016,amzn1.account.AEPTGVWNJD2Y7OA6L25RSKLVF6VA,Excelente producto,"Estoy muy contento con el producto, lleg mucho antes de lo programado y en perfectas condiciones. Me gusta bastante el contraste de los colores porque lo hace ver muy clsico. Lo recomiendo bastante.",5,positive,3,2
B01ETJR0HI,el 14 de diciembre de 2017,amzn1.account.AGPNRMK5THZCXYYLJ5WJCXFE7VZA,Excelente Reloj,"Lleg el dia esperado, sin ningn maltrato y tal como se describe. Es un reloj que luce mucho y adems tiene esa sencillez y larga durabilidad que caracterizan a los relojes casio. Fue un regalo y quien lo recibi estuvo ms que contento de recibirlo.",5,positive,3,2
B01ETJR0HI,el 23 de diciembre de 2017,amzn1.account.AE5G5KS7GQA6MGFEVSOSOTC2XBUQ,Casio,"Es el segundo reloj vintage casio que compro. Muy recomendados, vienen con su caja vintage bien presentando, el reloj funciona bien. Lo nico que el color dorado se raya muy fcil. Pero la verdad muy bonito",5,positive,0,0
B01ETJR0HI,el 1 de enero de 2017,amzn1.account.AFGBTIFZOPYAJOQE5YPIZKMXS54A,buen producto,"buen Producto solo que la luz que tiene es muy tenue fuera de eso es un muy buen reloj, el empaque llego bien el envo en tiempo y forma",4,positive,3,2
B01ETJR0HI,el 19 de diciembre de 2017,amzn1.account.AGGQKMU4R7EDR2VUB2RVPHWPM25Q,Sper recomendado!!!,"Lo compr para un regalo y a la persona que le lleg, le encant, lleg a tiempo, bien empaquetado, con la cajita metlica alusiva a &#34;Casio Vintage Collection&#34;, lo volvera a comprar, excelente. Gracias!",5,positive,0,0
B01ETJR0HI,el 8 de diciembre de 2017,amzn1.account.AGBEUC4TSUSNOHRROOUCVWDR4D7A,Excelente,"Excelente producto, es igual a la foto y me encanto la oferta, fue muy buena compra. Lo recomiendo mucho. El unico detalle es que no es resistente al agua, no me puedo banar con el.",5,positive,0,0
B01ETJR0HI,el 30 de noviembre de 2016,amzn1.account.AGUXQQX66GDNJ32BPI6SRDXRTYSQ,Mala iluminacion,"Muy bien reloj, lo.unico que no.es el tipo de ilumimasion que tiene, un LED verde que apenas lo ilumina no se ve bien, pero por todo lo dems muy bien y lleg antes de lo esperado, saludos!",4,positive,3,2
B01ETJR0HI,el 7 de enero de 2018,amzn1.account.AHTABQT6U6EJTGOFI7IFH2A7SIUA,Excelente producto,Lleg en el tiempo y las condiciones esperadas.<br /><br />Excelente reloj de la marca casio estilo retro que nunca me dejar de gustar,5,positive,0,0
